bookID,title,authors,average_rating
20076,Maelstrom,Anne McCaffrey/Elizabeth Ann Scarborough,3.88
20086,The Mark of the Crown (Star Wars: Jedi Apprentice  #4),Jude Watson,3.73
20097,The Sea,John Banville/John      Lee,3.51
20117,Joy Within,Joan Goldstein/Manuela Soares,4.38
20118,Butch/Femme,Manuela Soares/Judy Grahn/Nisa Donnelly,3.62
20126,Expository Writing: Mini-Lessons * Strategies * Activities,Tara McCarthy/Drew Hires/Jaime Lucero/Vincent Ceci,4.33
20127,Persuasive Writing: Mini-Lessons  Strategies  Activities,Tara MacCarthy/Drew Hires,3.20
20157,McDougal Littell Science: Student Edition Grade 6 Earth Science 2006,McDougal Littell/Douglas W. Carnine,2.00
20164,Daisy Bates: Civil Rights Crusader from Arkansas,Grif Stockley,3.55
20174,The Loftier Way: Tales from the Ancient American Frontier,Blaine M. Yorgason/Brenton G. Yorgason,3.78
20179,A Higher Justice (The Trials of Kit Shannon #5),James Scott Bell,4.26
20181,Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,James Scott Bell,4.10
20182,Deadlock,James Scott Bell,3.96
20183,Breach of Promise,James Scott Bell,4.00
20219,Keats's Poetry and Prose,John Keats/Jeffrey N. Cox,4.30
20233,A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02
20234,Wings of Fire (Inspector Ian Rutledge  #2),Charles Todd,3.99
20235,A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,4.15
20236,The Murder Stone,Charles Todd,3.83
20237,Legacy of the Dead (Inspector Ian Rutledge  #4),Charles Todd,4.15
20238,A Fearsome Doubt (Inspector Ian Rutledge  #6),Charles Todd,4.04
20239,Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,3.99
20240,Search the Dark (Inspector Ian Rutledge  #3),Charles Todd,4.01
20241,Bill Bryson's African Diary,Bill Bryson,3.44
20249,Hunters of Dune (Dune Chronicles  #7),Brian Herbert/Kevin J. Anderson,3.65
20250,The Battle Of Corrin (Legends of Dune  #3),Brian Herbert/Kevin J. Anderson,3.74
20252,House Corrino (Prelude to Dune #3),Brian Herbert/Kevin J. Anderson,3.68
20253,House Harkonnen (Prelude to Dune #2),Brian Herbert/Kevin J. Anderson,3.67
20254,Doctor Who: The Inside Story,Gary Russell,4.22
20258,Doctor Who Short Trips: Repercussions,Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen,3.38
20264,Gerontius,James Hamilton-Paterson,3.74
20287,Hellstrom's Hive,Frank Herbert,3.69
20315,The Dark City (Eliot Ness  #1),Max Allan Collins,3.88
20316,Bullet Proof (Eliot Ness  #3),Max Allan Collins,3.98
20323,The Penguin Companion to European Literature,Anthony Thorlby,4.50
20327,West To Eden,Gloria Goldreich,3.77
20343,The Various,Steve Augarde,3.71
20351,Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,4.08
20355,The Burnt Orange Heresy,Charles Willeford,3.90
20367,Ewan McGregor: From Junkie to Jedi,Brian J. Robb,2.80
20381,Shadow Twin,Gardner Dozois/George R.R. Martin/Daniel Abraham,3.57
20394,Der Prophet,Kahlil Gibran,4.23
20398,Le prophète,Kahlil Gibran,4.23
20408,The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,Robert Louis Stevenson/Barry Menikoff,4.13
20410,The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels,Robert Louis Stevenson/Charles Neider,4.21
20413,A Child's Garden of Verses,Robert Louis Stevenson/Tasha Tudor,4.30
20417,Have Space Suit—Will Travel,Robert A. Heinlein,3.90
20420,Practicalities,Marguerite Duras/Barbara Bray,3.98
20422,Le ravissement de Lol V. Stein,Marguerite Duras,3.66
20423,India Song,Marguerite Duras/Barbara Bray,3.57
20424,Clown,Quentin Blake,3.98
20425,The Spiral Stair (Arabel and Mortimer  #6),Joan Aiken/Quentin Blake,4.33
20429,A Near Thing for Captain Najork (Captain Najork #2),Russell Hoban/Quentin Blake,4.18
20468,Cover Her Face (Adam Dalgliesh #1),P.D. James/Neville Teller/Robin Ellis/Sian Phillips/Hugh Grant,3.93
20498,Reptiles and Amphibians (Smithsonian Handbooks),Mark O'Shea/Tim Halliday/Jonathan Metcalf,4.00
20501,The Camera (Ansel Adams Photography  #1),Ansel Adams/Robert Hardy Baker,4.16
20502,The Negative (Ansel Adams Photography  #2),Ansel Adams/Robert Hardy Baker,4.40
20505,The Print (Ansel Adams Photography  #3),Ansel Adams/Robert Hardy Baker,4.37
20509,The Changing Status of the Artist,Emma Barker/Nick Webb/Kim W. Woods,3.93
20517,Vicars of Christ: A History of the Popes,Charles A. Coulombe,3.94
20518,The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe,Stanley Bing,3.11
20519,What Would Machiavelli Do?: The Ends Justify the Meanness,Stanley Bing,3.45
20525,William James: In the Maelstrom of American Modernism,Robert D. Richardson Jr.,4.25
20531,Cliffs Notes on Wright's Black Boy,Carl Senna/CliffsNotes/Richard Wright,3.75
20547,The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,Abraham Lincoln/Bob Blaisdell,4.15
20549,Speeches and Writings 1832–1858,Abraham Lincoln/Don E. Fehrenbacher,4.36
20552,Selected Speeches and Writings,Abraham Lincoln/Gore Vidal,4.22
20562,George Eliot: The Last Victorian,Kathryn  Hughes,4.05
20564,The Mill on the Floss,George Eliot/A.S. Byatt,3.79
20567,Scenes of Clerical Life,George Eliot/Thomas A. Noble,3.78
20645,Terry Jones' Medieval Lives,Terry Jones/Alan Ereira,4.02
20646,Terry Jones' Fairy Tales,Terry Jones/Michael Foreman,4.25
20657,Some Ether,Nick Flynn,4.16
20660,Tin House: Evil (Volume 8 no. 3),Chris Adrian/Nick Flynn/Francine Prose/Josip Novakovich/Moonshine,3.90
20661,A Note Slipped Under the Door: Teaching from Poems We Love,Nick Flynn/Shirley McPhillips/Philippa Stratton,4.12
20668,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,Robert M. Sapolsky,4.11
20671,Monkeyluv: And Other Essays on Our Lives as Animals,Robert M. Sapolsky,4.17
20677,Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,Henry James/Leon Edel/Mark Wilson,4.26
20679,Advanced Statistics Demystified,Larry J. Stephens,4.00
20687,Lilly's Big Day,Kevin Henkes,4.20
20692,Chester's Way,Kevin Henkes,4.22
20694,Julius  the Baby of the World,Kevin Henkes,4.28
20738,Forms of Talk,Erving Goffman,3.81
20741,Interaction Ritual - Essays on Face-to-Face Behavior,Erving Goffman,4.05
20749,Study Bible: NIV,Anonymous,4.70
20775,My Lord Eternity (Immortal Rogues  #2),Debbie Raleigh/Alexandra Ivy,3.73
20781,Aesop's Fables,Aesop/Ann McGovern,4.05
20794,Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf,Stephen R. Swinburne/Jim Brandenburg,4.06
20800,Conversations with Don DeLillo,Don DeLillo/Thomas DePietro,4.06
20807,Inventing America: Jefferson's Declaration of Independence,Garry Wills,3.93
20809,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14
20810,Venice: Lion City: The Religion of Empire,Garry Wills,3.76
20812,Four Weddings and a Funeral,Richard Curtis,3.75
20813,Halloween,Richard Curtis,4.13
20833,Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,William Murray,3.50
20848,Catch That Pass!,Matt Christopher,3.91
20862,Divide and Conquer (Tom Clancy's Op-Center  #7),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.80
20865,Death Match (Tom Clancy's Net Force Explorers  #18),Diane Duane/Tom Clancy/Steve Pieczenik,4.17
20867,Line of Control (Tom Clancy's Op-Center  #8),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.86
20868,Sea of Fire (Tom Clancy's Op-Center  #10),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.89
20869,One is the Loneliest Number (Tom Clancy's Net Force Explorers  #3),Diane Duane/Tom Clancy/Steve Pieczenik,3.95
20873,Aliens: Nightmare Asylum,Steve Perry,3.67
20876,The Omega Cage (Matador  #4),Steve Perry/Michael Reaves,3.78
20879,The 97th Step (Matador  #5),Steve Perry,4.22
20891,A Friar's Bloodfeud (Knights Templar  #20),Michael Jecks,4.10
20895,Death Ship of Dartmouth (Knights Templar  #21),Michael Jecks,4.06
20913,The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History,Don Macmillan/Wayne G. Broehl Jr.,4.75
20928,Phantoms,Rosalind M. Greenberg,3.38
20929,Fantasy Gone Wrong,Martin H. Greenberg/Brittiany A. Koren/Brian Stableford/Mickey Zucker Reichert/Fiona Patton/Jim C. Hines/Esther M. Friesner/Donald J. Bingle/Alan Dean Foster/Devon Monk/Phaedra M. Weldon/Christina F. York/Jana Paniccia/Josepha Sherman/Susan Sizemore/Michael Jasper/Janny Wurts/Lisanne Norman,3.45
20930,The Ghosts in Baker Street: New Tales of Sherlock Holmes,Martin H. Greenberg/Daniel Stashower,3.58
20932,Christmas Bestiary,Martin H. Greenberg/Jack Nimersheim/Jane Yolen/Jack C. Haldeman II/Harry Turtledove/Laura Resnick/Mike Resnick/Karen Haber/Jane Lindskold/Lawrence Schimel/Barry N. Malzberg/Tanya Huff/Michelle Sagara West/Mark Aronson/Stefan R. Dziemianowicz/Jennifer Roberson/Kristine Kathryn Rusch/Elizabeth Ann Scarborough/Barbara Delaplace/Barb Jernigan/Blake Cahoon,3.62
20934,Black Cats and Broken Mirrors,John Helfers/Esther M. Friesner/Nina Kiriki Hoffman/Bruce Holland Rogers/Peter Crowther/R. Davis/Charles de Lint/Elizabeth Ann Scarborough/Michelle Sagara West/Nancy Springer/Dean Wesley Smith/Kristine Kathryn Rusch/Josepha Sherman/Jane Lindskold/Genevieve Gorman/Kristin Schwengel/Jean-François Podevin/Zane Stillings/Carol Rondou,3.38
20935,Time Twisters,Jean Rabe/Martin H. Greenberg/Stephen Leigh/Gene DeWeese/Joe Masdon/Donald J. Bingle/Skip Williams/Penny Williams/Pierce Askegren/Nancy Virginia Varian/Wes Nicholson/John Helfers/Chris Pierson/Harry Turtledove/Kevin J. Anderson/Robert E. Vardeman/Jackie Cassada/James M. Ward/Jon L. Breen/Linda P. Baker,3.36
20941,The Western Canon: The Books and School of the Ages,Harold Bloom,3.86
20942,Shakespeare: The Invention of the Human,Harold Bloom,4.02
20944,The American Religion,Harold Bloom,3.76
20949,American Caesar: Douglas MacArthur 1880-1964,William Manchester,4.15
20954,Winchester Shotguns,Dennis Adler/R.L. Wilson,5.00
20957,Colossians and Philemon: A Critical and Exegetical Commentary (International Critical Commentary),R. McL. Wilson,5.00
20962,Maurice Sendak's Seven Little Monsters: What Time is It? - Book #4,Arthur Yorinks/Raymond Jafelice,2.75
20971,Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire,Wayne W. Dyer,4.02
20972,There's a Spiritual Solution to Every Problem,Wayne W. Dyer,4.27
21004,Michael Smith Elements of Style,Michael S.  Smith/Diane Dorrans Saeks,4.17
21010,Spares,Michael Marshall Smith,4.13
21012,One of Us,Michael Marshall Smith,4.04
21016,The Secret City (Pyrates  #1),Chris Archer,4.11
21029,The Theory and Practice of Group Psychotherapy,Irvin D. Yalom/Molyn Leszcz,4.17
21031,When Nietzsche Wept,Irvin D. Yalom,4.32
21032,Existential Psychotherapy,Irvin D. Yalom,4.39
21059,Crown of Stars (Crown of Stars  #7),Kate Elliott,3.91
21060,Crown Duel (Crown & Court #1-2),Sherwood Smith,4.19
21062,A Rose for the Crown,Anne Easter Smith,4.02
21063,The Bloody Crown of Conan (Conan the Cimmerian  #2),Robert E. Howard/Gary Gianni/Patrice Louinet,4.30
21070,Rough Crossings: Britain  the Slaves and the American Revolution,Simon Schama,3.98
21071,Landscape and Memory,Simon Schama,4.17
21073,The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age,Simon Schama,4.06
21075,Citizens: A Chronicle of the French Revolution,Simon Schama,3.99
21089,The Feelings Book: The Care & Keeping of Your Emotions,Lynda Madison/Bonnie Timmons/Norm Bendell,4.16
21091,A Smart Girl's Guide to Money: How to Make It  Save It  And Spend It,Nancy Holyoke/Ali Douglass,4.14
21093,What Would You Do? (American Girl Library),Patti Kelley Criswell/Norm Bendell,4.26
21107,The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to Do,Mymi Doinet/Benjamin Chaud,2.00
21114,The Capricorn Stone,Madeleine Brent,3.91
21116,Golden Urchin,Madeleine Brent,4.09
21119,The Ethics of Ambiguity,Simone de Beauvoir/Bernard Frechtman,4.15
21121,She Came to Stay,Simone de Beauvoir,3.91
21122,The Coming of Age,Simone de Beauvoir/Patrick O'Brian,3.88
21125,A Transatlantic Love Affair: Letters to Nelson Algren,Simone de Beauvoir/Nelson Algren/Sylvie Le Bon de Beauvoir/Vanessa Kling/Ellen Gordon Reeves,4.01
21126,La force de l'âge,Simone de Beauvoir,4.15
21143,What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200 (What Life Was Like),Time-Life Books,3.85
21151,Sudden Fiction International: 60 Short-Short Stories,Robert Shapard/James Thomas,3.76
21152,Sudden Fiction: American Short-Short Stories,Robert Shapard/James Thomas,3.84
21173,Sarah Bernhardt,Elizabeth Silverthorne/Betty McCollum,4.25
21179,The Art of Controversy (The Essays of Arthur Schopenhauer),Thomas Bailey Saunders,3.85
21182,The Wisdom of Life,Arthur Schopenhauer/Thomas Bailey Saunders,4.14
21187,For All Time (Time Travelers  #4),Caroline B. Cooney,3.90
21188,Wanted!,Caroline B. Cooney,3.69
21191,The Time Travelers: Volume One,Caroline B. Cooney,3.94
21194,The Stranger,Caroline B. Cooney,3.53
21199,Every Night Italian: Every Night Italian,Giuliano Hazan/Marcella Hazan/Dana Gallagher,3.79
21200,More Classic Italian Cooking,Marcella Hazan,4.48
21214,Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,4.00
21220,Effigies (Faye Longchamp  #3),Mary Anna Evans,4.03
21223,The Cambridge Companion to Schopenhauer,Christopher Janaway,3.83
21230,Stormie: A Story of Forgiveness and Healing,Stormie Omartian,4.40
21242,The Orion Mystery: Unlocking the Secrets of the Pyramids,Robert Bauval/Adrian Geoffrey Gilbert,3.94
21245,Orion (Orion  #1),Ben Bova,3.72
21248,Lake Orion (Images of America: Michigan),James E. Ingram/Lori Grove,4.50
21266,Rick Steves' Europe Through the Back Door,Rick Steves,4.24
21276,A Dangerous Man (Hank Thompson  #3),Charlie Huston,4.07
21277,Already Dead (Joe Pitt  #1),Charlie Huston,3.79
21278,Caught Stealing (Hank Thompson  #1),Charlie Huston,4.04
21280,Ultimate Annuals  Volume 2,Charlie Huston/Mike Carey/Brian Michael Bendis/Robert Kirkman/Mike Deodato/Ryan Sook/Stuart Immonen/Frazier Irving,3.21
21282,Dead I Well May Be (Dead Trilogy #1),Adrian McKinty,3.97
21283,The Dead Yard (Michael Forsythe #2),Adrian McKinty,4.12
21284,The Lighthouse Land (Lighthouse Trilogy #1),Adrian McKinty,3.60
21290,Spider Mountain (Cam Richter  #2),P.T. Deutermann,3.92
21294,The Edge of Honor,P.T. Deutermann,3.97
21295,The Firefly,P.T. Deutermann,3.77
21315,Diary of a Spider,Doreen Cronin/Harry Bliss,4.25
21318,The Snow Spider (Snow Spider Trilogy  #1),Jenny Nimmo,3.70
21320,Ultimate Spider-Man  Volume 16: Deadpool,Brian Michael Bendis/Mark Bagley,3.70
21321,Ultimate Spider-Man  Volume 7,Brian Michael Bendis/Mark Bagley,4.10
21322,Fables: 1001 Nights of Snowfall,Bill Willingham/Esao Andrews/John Bolton/Mark Buckingham/James Jean/Derek Kirk Kim/Tara  McPherson/Jill Thompson/Mark Wheatley/Michael Wm. Kaluta/Charles Vess/Brian Bolland,4.14
21323,Cold Fire / Hideaway / The Key to Midnight,Dean Koontz/Leigh Nichols,4.18
21324,Fables  Vol. 8: Wolves,Bill Willingham/Mark Buckingham/Steve Leialoha/Shawn McManus/Andrew Pepoy,4.27
21325,Fables  Vol. 4: March of the Wooden Soldiers,Bill Willingham/Mark Buckingham/Craig Hamilton/Steve Leialoha/P. Craig Russell,4.29
21326,Fables  Vol. 1: Legends in Exile,Bill Willingham/Terry Moore/Mike Allred/Lan Medina/Mark Buckingham/Matthew Sturges/Steve Leialoha/Craig Hamilton/Russ Braun/James Jean/Tony Akins/Eric Shanower/Shawn McManus/Jae Lee/Chrissie Zullo/David Petersen,3.97
21327,Fables  Vol. 7: Arabian Nights (and Days),Bill Willingham/Mark Buckingham/Steve Leialoha/Jim Fern/Jimmy Palmiotti/Andrew Pepoy,4.09
21328,Fables  Vol. 6: Homelands,Bill Willingham/David Hahn/Mark Buckingham/Lan Medina/Steve Leialoha,4.28
21329,Fables  Vol. 3: Storybook Love,Bill Willingham/Bryan Talbot/Lan Medina/Mark Buckingham/Linda Medley/Steve Leialoha/James Jean,4.13
21330,Fables  Vol. 5: The Mean Seasons,Bill Willingham/Mark Buckingham/Steve Leialoha/Tony Akins/Jimmy Palmiotti,4.19
21332,The Choice: A Fable of Free Trade and Protectionism,Russell Roberts/Russ Roberts,3.75
21338,Brewer's Dictionary of Phrase and Fable,John Ayto,4.38
21341,Jack of Fables  Vol. 1: The (Nearly) Great Escape,Bill Willingham/Matthew Sturges/Tony Akins/Andrew Pepoy,3.58
21342,Math Fables,Greg Tang/Heather Cahoon,4.03
21343,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.04
21348,Aesop's Fables,Aesop/Laura Harris/Laura Gibbs,4.05
21352,Icebound,David Axton/Dean Koontz/Paul Michael,3.76
21353,Odd Thomas (Odd Thomas #1),Dean Koontz/David Baker,3.97
21362,Seize the Night (Moonlight Bay  #2),Dean Koontz/Keith Szarabajka,4.08
21365,From the Corner of His Eye,Dean Koontz/Stephen Lang,4.03
21370,The Good Guy,Dean Koontz/Richard Ferrrone,3.82
21402,Pompeii,Robert   Harris/Michael Cumpsty,3.82
21425,3rd Degree,James Patterson/Andrew Gross/Carolyn McCormick,4.02
21426,2nd Chance (Women's Murder Club #2),James Patterson/Melissa Leo/Jeremy Piven/Andrew Gross,4.04
21430,The Big Bad Wolf,James Patterson/Peter J. Fernandez/Denis O'Hare,3.99
21437,Pop Goes the Weasel,James Patterson/Roger Rees/Keith David,4.00
21484,The Winds of War (The Henry Family  #1),Herman Wouk,4.37
21489,Hollywood Station (Hollywood Station  #1),Joseph Wambaugh,3.73
21491,The Choirboys,Joseph Wambaugh,4.06
21493,Fire Lover: A True Story,Joseph Wambaugh,3.72
21494,Floaters,Joseph Wambaugh,3.52
21495,The New Centurions,Joseph Wambaugh,3.94
21498,The Black Marble,Joseph Wambaugh,3.83
21505,The Secrets of Harry Bright,Joseph Wambaugh,3.76
21508,Lines and Shadows,Joseph Wambaugh,3.80
21527,Hollywood Tough (Shane Scully  #3),Stephen J. Cannell/Paul Michael/Michael Prichard,3.86
21530,Cold Hit (Shane Scully #5),Stephen J. Cannell/Scott Brick,3.85
21534,Trunk Music (Harry Bosch  #5; Harry Bosch Universe  #6),Michael Connelly/Dick Hill,4.18
21535,Angels Flight (Harry Bosch  #6),Michael Connelly/Dick Hill,4.18
21536,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly/Dick Hill,4.10
21538,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly/Len Cariou,4.13
21539,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly/Len Cariou,4.12
21543,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly/Buck Schirner,4.20
21544,The Concrete Blonde (Harry Bosch  #3),Michael Connelly/Dick Hill,4.16
21545,The Best American Mystery Stories 2003,Michael Connelly/Otto Penzler,3.60
21550,Hundred-Dollar Baby (Spenser  #34),Robert B. Parker/Joe Mantegna,3.82
21552,The Spenser Collection: Volume I (Spenser  #27-28),Robert B. Parker/Joe Mantegna,4.26
21553,School Days (Spenser  #33),Robert B. Parker/Joe Mantegna,3.87
21557,Potshot (Spenser  #28),Robert B. Parker/Joe Mantegna,3.89
21581,Chance (Spenser  #23),Robert B. Parker/Burt Reynolds,4.10
21608,The Accidental Time Machine,Joe Haldeman,3.70
21609,A Separate War and Other Stories,Joe Haldeman/Connie Willis,3.68
21611,The Forever War (The Forever War  #1),Joe Haldeman,4.15
21613,Worlds Enough and Time (Worlds #3),Joe Haldeman,3.70
21615,The Coming,Joe Haldeman,3.09
21618,Forever Peace (The Forever War  #2),Joe Haldeman,3.74
21621,Dealing in Futures,Joe Haldeman,3.73
21624,Study War No More: A Selection of Alternatives,Joe Haldeman/William Nabors/Harry Harrison/Damon Knight/Harlan Ellison/Ben Bova/Poul Anderson/Isaac Asimov/Mack Reynolds/Alec Effinger,3.56
21626,Not of Woman Born,Constance Ash/Nina Kiriki Hoffman/Patricia A. McKillip/Walter Jon Williams/Debra Doyle/James D. Macdonald/Kara Dalkey/Michael Armstrong/Richard Parks/Sage Walker/Susan Palwick/William F. Wu/Jack McDevitt/Janni Lee Simner/Robert Silverberg,3.82
21629,Worlds Apart (Worlds 2),Joe Haldeman,3.69
21638,Train_man  Volume 3 (Train_man),Hidenori Hara/Hitori Nakano,3.94
21665,The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler,3.55
21671,Mystic River,Dennis Lehane,4.18
21673,Mystic River,Dennis Lehane,4.18
21682,Coronado: Stories,Dennis Lehane,3.38
21683,Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,4.09
21685,A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane,3.95
21686,Shutter Island,Dennis Lehane,4.09
21703,The Best American Mystery Stories 2002,James Ellroy/Otto Penzler/John Biguenet/Michael Connelly/Thomas H. Cook/Sean Doolittle/Brendan DuBois/David Edgerley Gates/Joe Gores/James Grady/Clark Howard/Stuart M. Kaminsky/Joe R. Lansdale/Michael Malone/Annette Meyers/Joyce Carol Oates/Robert B. Parker/F.X. Toole/Daniel Waterman/Scott Wolven/Fred Melton,3.58
21704,The Black Dahlia (L.A. Quartet  #1),James Ellroy,3.75
21705,The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,Donald H. Wolfe,3.84
21710,Corroborating Evidence: The Black Dahlia Murder,William T. Rasmussen,3.39
21712,Childhood Shadows: The Hidden Story of the Black Dahlia Murder,Mary  Pacios,3.50
21717,Triptych (Will Trent  #1),Karin Slaughter,4.13
21718,Blindsighted (Grant County  #1),Karin Slaughter,4.09
21719,Kisscut (Grant County  #2),Karin Slaughter,4.09
21720,Beyond Reach (Grant County  #6),Karin Slaughter,4.19
21721,A Faint Cold Fear (Grant County  #3),Karin Slaughter,4.08
21722,Faithless (Grant County  #5),Karin Slaughter,4.12
21723,Like A Charm,Karin Slaughter/Peter Robinson/John Connolly/Denise Mina/Mark Billingham,3.48
21725,Like a Charm,Karin Slaughter/Denise Mina/John Harvey/Kelley Armstrong/John Connolly/Emma Donoghue/Jane Haddam/Laura Lippman/Peter Robinson/Fidelis Morgan/Peter Moore Smith/Lynda La Plante/Jerrilyn Farmer/Lee Child/Mark Billingham,3.48
21735,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16
21739,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse/Garrick Hagon,4.09
21742,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09
21743,Killing Floor (Jack Reacher  #1),Lee Child/Dick Hill,4.05
21745,Without Fail (Jack Reacher  #6),Lee Child/Dick Hill,4.15
21746,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16
21747,One Shot (Jack Reacher  #9),Lee Child/Dick Hill,4.21
21749,Bad Luck and Trouble (Jack Reacher  #11),Lee Child,4.18
21751,The Enemy (Jack Reacher  #8),Lee Child,4.16
21752,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse,4.09
21753,Echo Burning (Jack Reacher  #5),Lee Child,4.01
21756,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09
21758,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16
21759,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09
21763,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09
21764,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16
21765,Blood on the Moon: The Assassination of Abraham Lincoln,Edward Steers Jr.,4.13
21766,The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,George Grant,3.69
21767,Blood on the Moon (Lloyd Hopkins  #1),James Ellroy,3.44
21768,Blood Moon Over Bengal,Morag McKendrick Pippin,3.47
21773,Blood Moon Over Britain,Morag McKendrick Pippin,3.44
21776,The Silent Gondoliers,William Goldman,3.81
21779,The Season: A Candid Look at Broadway,William Goldman,4.10
21782,Heat,William Goldman,3.37
21783,Tinsel,William Goldman,3.19
21784,William Goldman: Four Screenplays,William Goldman,4.29
21787,The Princess Bride,William Goldman,4.26
21799,Hype and Glory,William Goldman/P. Gethers,3.67
21803,La princesa prometida,William Goldman,4.26
21806,Boys and Girls Together,William Goldman,3.67
21819,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman/Mike Lupica,3.94
21823,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,4.26
21829,Creepers,David Morrell,3.66
21830,The Totem,David Morrell,3.58
21832,The League of Night and Fog (Mortalis  #3),David Morrell,4.10
21836,Scavenger (Frank Balenger  #2),David Morrell,3.60
21837,The Fraternity of the Stone (Mortalis  #2),David Morrell,4.16
21838,The Brotherhood of the Rose (Mortalis  #1),David Morrell,4.14
21841,The Protector (Cavanaugh #1),David Morrell,3.94
21845,Assumed Identity,David Morrell,3.78
21848,Double Image,David Morrell,3.55
21862,La Cinquième profession,David Morrell,3.99
21874,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25
21895,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Tom Sellwood,4.25
21906,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25
21928,Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter/Beau Bridges,4.26
21930,Black Light (Bob Lee Swagger  #2),Stephen Hunter/Beau Bridges,4.13
21931,The Day Before Midnight,Stephen Hunter/Philip Bosco,4.01
21932,Hot Springs (Earl Swagger  #1),Stephen Hunter/Jay O. Sanders,4.13
21933,Point Of Impact (Bob Lee Swagger  #1),Stephen Hunter/Beau Bridges,4.27
21934,Dirty White Boys,Stephen Hunter/Will Patten,4.05
21947,Bevor es Nacht wird. Ein Leben in Havanna,Reinaldo Arenas,4.17
21969,The Book of the Dead  (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child/Scott Brick,4.13
21972,Relic (Pendergast #1),Douglas Preston/Lincoln Child,4.02
21974,The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,3.93
21980,Tyrannosaur Canyon,Douglas Preston/Scott Sowers,3.80
21991,Waterworks,E.L. Doctorow/Sam Waterston,3.44
21996,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson/Tony Goldwyn,3.99
22017,King Icahn,Mark      Stevens/Carol Bloom Stevens,3.97
22026,The Sicilian,Mario Puzo,3.97
22027,The Dark Arena,Mario Puzo,3.35
